"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",22613,845,2692,"2024-07-13"
"@cosmos-kit/core","cosmos-kit",364551,12545,45448,"2024-07-13"
"@cosmos-kit/react","cosmos-kit",117846,3034,8976,"2024-07-13"
"@cosmos-kit/react-lite","cosmos-kit",125423,3439,11772,"2024-07-13"
"@cosmos-kit/walletconnect","cosmos-kit",227082,9190,28021,"2024-07-13"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",39153,1344,3735,"2024-07-13"
"@cosmos-kit/ledger","cosmos-kit-wallets",31094,1191,3794,"2024-07-13"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",21206,777,2622,"2024-07-13"
"@cosmos-kit/fin","cosmos-kit-wallets",27575,1118,3513,"2024-07-13"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",34886,1210,3685,"2024-07-13"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",80216,7093,15699,"2024-07-13"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",56567,6830,14829,"2024-07-13"
"@cosmos-kit/shell","cosmos-kit-wallets",29878,1096,3452,"2024-07-13"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",1303,28,368,"2024-07-13"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",158005,8192,19409,"2024-07-13"
"@cosmos-kit/vectis","cosmos-kit-wallets",49570,1999,4965,"2024-07-13"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",32239,1149,3825,"2024-07-13"
"@cosmos-kit/ninji","cosmos-kit-wallets",6490,273,1193,"2024-07-13"
"@cosmos-kit/station-extension","cosmos-kit-wallets",78292,7352,16557,"2024-07-13"
"@cosmos-kit/coin98","cosmos-kit-wallets",35102,1215,3729,"2024-07-13"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",197482,8767,21579,"2024-07-13"
"@cosmos-kit/exodus","cosmos-kit-wallets",28155,1110,3421,"2024-07-13"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",46335,6765,14630,"2024-07-13"
"@cosmos-kit/leap","cosmos-kit-wallets",190735,8235,19164,"2024-07-13"
"@cosmos-kit/xdefi","cosmos-kit-wallets",85067,6766,14853,"2024-07-13"
"@cosmos-kit/web3auth","cosmos-kit-wallets",20407,706,1673,"2024-07-13"
