"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",43379,467,2969,"2025-01-05"
"@cosmos-kit/core","cosmos-kit",659677,16400,79912,"2025-01-05"
"@cosmos-kit/react","cosmos-kit",149964,1130,6796,"2025-01-05"
"@cosmos-kit/react-lite","cosmos-kit",181226,1182,8144,"2025-01-05"
"@cosmos-kit/walletconnect","cosmos-kit",481523,11168,57399,"2025-01-05"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58189,588,3336,"2025-01-05"
"@cosmos-kit/ledger","cosmos-kit-wallets",58745,522,3912,"2025-01-05"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",30697,326,2045,"2025-01-05"
"@cosmos-kit/fin","cosmos-kit-wallets",51429,564,3265,"2025-01-05"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",56692,548,3328,"2025-01-05"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",318909,10319,52259,"2025-01-05"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",282161,10464,52756,"2025-01-05"
"@cosmos-kit/shell","cosmos-kit-wallets",53089,481,3131,"2025-01-05"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",4984,38,432,"2025-01-05"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",400603,10703,54694,"2025-01-05"
"@cosmos-kit/vectis","cosmos-kit-wallets",72990,607,3416,"2025-01-05"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",56688,521,3200,"2025-01-05"
"@cosmos-kit/ninji","cosmos-kit-wallets",9768,94,411,"2025-01-05"
"@cosmos-kit/station-extension","cosmos-kit-wallets",318337,10455,52859,"2025-01-05"
"@cosmos-kit/coin98","cosmos-kit-wallets",56969,550,3287,"2025-01-05"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",449005,11166,56819,"2025-01-05"
"@cosmos-kit/exodus","cosmos-kit-wallets",50933,533,3241,"2025-01-05"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",272276,10428,52520,"2025-01-05"
"@cosmos-kit/leap","cosmos-kit-wallets",428684,11315,56735,"2025-01-05"
"@cosmos-kit/xdefi","cosmos-kit-wallets",317662,10383,52317,"2025-01-05"
