"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",15903,613,1920,"2024-04-27"
"@cosmos-kit/core","cosmos-kit",281304,8708,27519,"2024-04-27"
"@cosmos-kit/react","cosmos-kit",102975,1448,4936,"2024-04-27"
"@cosmos-kit/react-lite","cosmos-kit",98101,2271,7759,"2024-04-27"
"@cosmos-kit/walletconnect","cosmos-kit",170234,5384,16808,"2024-04-27"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",30158,755,2434,"2024-04-27"
"@cosmos-kit/ledger","cosmos-kit-wallets",21666,983,3056,"2024-04-27"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",13816,1139,3049,"2024-04-27"
"@cosmos-kit/fin","cosmos-kit-wallets",18946,766,2773,"2024-04-27"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",25778,815,2609,"2024-04-27"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",50028,2713,8547,"2024-04-27"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",36044,861,2795,"2024-04-27"
"@cosmos-kit/shell","cosmos-kit-wallets",21145,887,2719,"2024-04-27"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",429,63,157,"2024-04-27"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",119155,3716,11921,"2024-04-27"
"@cosmos-kit/vectis","cosmos-kit-wallets",40187,777,2748,"2024-04-27"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",23007,881,3025,"2024-04-27"
"@cosmos-kit/ninji","cosmos-kit-wallets",3520,225,822,"2024-04-27"
"@cosmos-kit/station-extension","cosmos-kit-wallets",45857,3108,9890,"2024-04-27"
"@cosmos-kit/coin98","cosmos-kit-wallets",26100,816,2650,"2024-04-27"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",151002,5293,16295,"2024-04-27"
"@cosmos-kit/exodus","cosmos-kit-wallets",19767,736,2388,"2024-04-27"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",26146,813,2657,"2024-04-27"
"@cosmos-kit/leap","cosmos-kit-wallets",151712,4943,15269,"2024-04-27"
"@cosmos-kit/xdefi","cosmos-kit-wallets",55696,2778,8644,"2024-04-27"
"@cosmos-kit/web3auth","cosmos-kit-wallets",16850,222,743,"2024-04-27"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",2033,81,252,"2024-04-27"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",125500,3492,11313,"2024-04-27"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",21613,889,2724,"2024-04-27"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",112035,3457,11181,"2024-04-27"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",38759,784,2756,"2024-04-27"
"@cosmos-kit/station","cosmos-kit-wallets",45704,3050,9876,"2024-04-27"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",20142,733,2421,"2024-04-27"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",116138,4818,15017,"2024-04-27"
"@cosmos-kit/initia","cosmos-kit-wallets",1951,77,247,"2024-04-27"
"@cosmos-kit/frontier","cosmos-kit-wallets",28767,758,2445,"2024-04-27"
"@cosmos-kit/trust","cosmos-kit-wallets",37980,852,2781,"2024-04-27"
"@cosmos-kit/compass","cosmos-kit-wallets",28814,819,2812,"2024-04-27"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",151394,4951,15804,"2024-04-27"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",158371,5282,16790,"2024-04-27"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",3712,225,838,"2024-04-27"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",33771,869,3179,"2024-04-27"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",73989,3033,9666,"2024-04-27"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",41488,2116,6675,"2024-04-27"
"@cosmos-kit/omni","cosmos-kit-wallets",34610,836,2801,"2024-04-27"
"@cosmos-kit/keplr","cosmos-kit-wallets",171069,4955,15825,"2024-04-27"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",36315,818,2798,"2024-04-27"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",77147,4990,15399,"2024-04-27"
"@cosmwasm/ts-codegen","cosmwasm",353291,23988,86302,"2024-04-27"
"@cosmwasm/ts-codegen-types","cosmwasm",265,147,265,"2024-04-27"
"@cosmwasm/ts-codegen-ast","cosmwasm",236,131,236,"2024-04-27"
"wasm-ast-types","cosmwasm",351186,23819,85852,"2024-04-27"
"@interchain-ui/react","interchain-ui",55123,1896,6534,"2024-04-27"
"@cosmology/telescope","telescope",62644,4304,12777,"2024-04-27"
"@cosmology/lcd","telescope",60701,5070,14628,"2024-04-27"
"@cosmology/ast","telescope",61438,4278,12558,"2024-04-27"
"@cosmology/types","telescope",59214,4270,12563,"2024-04-27"
"@osmonauts/telescope","telescope",203082,3510,11970,"2024-04-27"
"@osmonauts/lcd","telescope",554244,14803,56919,"2024-04-27"
"@osmonauts/ast","telescope",196323,3525,12051,"2024-04-27"
"@dydxprotocol/v4-client-js","dydx",21611,592,6416,"2024-04-27"
"stargazejs","stargaze",13006,197,472,"2024-04-27"
"@stargaze-zone/chain","stargaze",1431,0,67,"2024-04-27"
"@stargaze-zone/contracts","stargaze",1804,0,57,"2024-04-27"
"stargaze-query","stargaze",1190,14,281,"2024-04-27"
"stridejs","stride",19995,462,1453,"2024-04-27"
"quicksilverjs","quicksilver",4155,67,272,"2024-04-27"
"juno-network","juno",15697,234,761,"2024-04-27"
"@juno-network/assets","juno",4016,0,7,"2024-04-27"
"@osmonauts/math","osmosis",13491,478,1317,"2024-04-27"
"osmojs","osmosis",198659,4893,17189,"2024-04-27"
"@chain-registry/client","chain-registry",40326,3731,13447,"2024-04-27"
"@chain-registry/types","chain-registry",688219,22007,75753,"2024-04-27"
"@chain-registry/keplr","chain-registry",177038,6104,20014,"2024-04-27"
"@chain-registry/cosmostation","chain-registry",135245,7356,24185,"2024-04-27"
"@chain-registry/osmosis","chain-registry",41447,1041,4547,"2024-04-27"
"@chain-registry/juno","chain-registry",11871,615,2127,"2024-04-27"
"@chain-registry/assets","chain-registry",26053,740,2711,"2024-04-27"
"@chain-registry/utils","chain-registry",146432,6532,22543,"2024-04-27"
"chain-registry","chain-registry",358500,9499,39477,"2024-04-27"
"@cosmology/cli","cosmology",12464,19,64,"2024-04-27"
"@cosmology/core","cosmology",23042,231,996,"2024-04-27"
"cosmology","cosmology",12864,173,217,"2024-04-27"
"interchain","cosmology",12587,18,198,"2024-04-27"
"interchain-query","cosmology",9604,115,594,"2024-04-27"
"create-cosmos-app","cosmology",8126,57,833,"2024-04-27"
"starshipjs","starship",971,947,971,"2024-04-27"
"@starship-ci/cli","starship",924,924,924,"2024-04-27"
"@starship-ci/client","starship",1156,1156,1156,"2024-04-27"
"pg-proto-parser","launchql",3093,1,1197,"2024-04-27"
"@pgsql/parser","launchql",61,1,61,"2024-04-27"
"@pgsql/deparser","launchql",,,,"2024-04-27"
"@pgsql/enums","launchql",641,10,261,"2024-04-27"
"@pgsql/types","launchql",4692,1220,4175,"2024-04-27"
"@pgsql/utils","launchql",858,1,380,"2024-04-27"
"@pgql/parse","launchql",79279,12,113,"2024-04-27"
"libpg-query","launchql",2600289,24194,90812,"2024-04-27"
"pgsql-parser","launchql",2332606,19706,74345,"2024-04-27"
"pgsql-enums","launchql",2567886,19667,73958,"2024-04-27"
"pgsql-deparser","launchql",2329033,19660,74185,"2024-04-27"
"@protobufs/cosmos","protobufs",196319,11266,41444,"2024-04-27"
"@protobufs/google","protobufs",202187,11297,41714,"2024-04-27"
"@protobufs/gogoproto","protobufs",202026,11300,41715,"2024-04-27"
"@protobufs/cosmwasm","protobufs",58232,7919,30044,"2024-04-27"
"@protobufs/tendermint","protobufs",196318,11234,41329,"2024-04-27"
"@protobufs/ibc","protobufs",59355,7916,30048,"2024-04-27"
"@protobufs/cosmos_proto","protobufs",200831,11261,41479,"2024-04-27"
"@protobufs/osmosis","protobufs",12394,183,595,"2024-04-27"
