"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",35805,658,3144,"2024-11-02"
"@cosmos-kit/core","cosmos-kit",491351,11787,47731,"2024-11-02"
"@cosmos-kit/react","cosmos-kit",143646,2669,10915,"2024-11-02"
"@cosmos-kit/react-lite","cosmos-kit",170090,2958,13091,"2024-11-02"
"@cosmos-kit/walletconnect","cosmos-kit",343555,10297,41315,"2024-11-02"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",52572,863,3947,"2024-11-02"
"@cosmos-kit/ledger","cosmos-kit-wallets",48668,1178,5250,"2024-11-02"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",26717,345,1475,"2024-11-02"
"@cosmos-kit/fin","cosmos-kit-wallets",43119,827,3880,"2024-11-02"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",50317,834,3956,"2024-11-02"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",179757,9143,34533,"2024-11-02"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",145785,8714,32821,"2024-11-02"
"@cosmos-kit/shell","cosmos-kit-wallets",45121,804,3845,"2024-11-02"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",3195,337,1347,"2024-11-02"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",263934,10035,38269,"2024-11-02"
"@cosmos-kit/vectis","cosmos-kit-wallets",67583,1383,5821,"2024-11-02"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",48361,888,4109,"2024-11-02"
"@cosmos-kit/ninji","cosmos-kit-wallets",8967,131,833,"2024-11-02"
"@cosmos-kit/station-extension","cosmos-kit-wallets",180073,9304,35222,"2024-11-02"
"@cosmos-kit/coin98","cosmos-kit-wallets",50518,839,3929,"2024-11-02"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",311904,10433,41374,"2024-11-02"
"@cosmos-kit/exodus","cosmos-kit-wallets",43333,803,3775,"2024-11-02"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",135926,8681,32699,"2024-11-02"
"@cosmos-kit/leap","cosmos-kit-wallets",293357,9862,38646,"2024-11-02"
"@cosmos-kit/xdefi","cosmos-kit-wallets",179810,8765,33109,"2024-11-02"
"@cosmos-kit/web3auth","cosmos-kit-wallets",23541,189,919,"2024-11-02"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",4653,86,492,"2024-11-02"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",248763,9372,35464,"2024-11-02"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",45586,804,3884,"2024-11-02"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",242611,9343,35383,"2024-11-02"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",66497,1365,5835,"2024-11-02"
"@cosmos-kit/station","cosmos-kit-wallets",179966,9269,35215,"2024-11-02"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",44088,892,3926,"2024-11-02"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",274146,9774,39157,"2024-11-02"
"@cosmos-kit/initia","cosmos-kit-wallets",4450,84,467,"2024-11-02"
"@cosmos-kit/frontier","cosmos-kit-wallets",51301,863,3900,"2024-11-02"
"@cosmos-kit/trust","cosmos-kit-wallets",145807,8711,32768,"2024-11-02"
"@cosmos-kit/compass","cosmos-kit-wallets",54717,851,3967,"2024-11-02"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",308252,10088,39474,"2024-11-02"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",326877,10828,42174,"2024-11-02"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",9607,208,1084,"2024-11-02"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",60908,902,4166,"2024-11-02"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",199496,8883,33797,"2024-11-02"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",152688,8468,31375,"2024-11-02"
"@cosmos-kit/omni","cosmos-kit-wallets",56344,867,3916,"2024-11-02"
"@cosmos-kit/keplr","cosmos-kit-wallets",313487,10025,39022,"2024-11-02"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",58581,890,4131,"2024-11-02"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",231160,9752,38612,"2024-11-02"
"@cosmwasm/ts-codegen","cosmwasm",769759,16247,71930,"2024-11-02"
"@cosmwasm/ts-codegen-types","cosmwasm",37827,1579,9863,"2024-11-02"
"@cosmwasm/ts-codegen-ast","cosmwasm",38039,1613,10053,"2024-11-02"
"wasm-ast-types","cosmwasm",728400,14559,61965,"2024-11-02"
"cosmwasm-typescript-gen","cosmwasm",4584,53,212,"2024-11-02"
"@interchain-ui/react","interchain-ui",120840,2192,11690,"2024-11-02"
"@interchain-ui/vue","interchain-ui",7221,144,469,"2024-11-02"
"@cosmology/telescope","telescope",221260,10223,38472,"2024-11-02"
"@cosmology/lcd","telescope",215095,12897,36259,"2024-11-02"
"@cosmology/ast","telescope",223458,12047,42298,"2024-11-02"
"@cosmology/types","telescope",238667,17135,60533,"2024-11-02"
"@cosmology/utils","telescope",238816,17201,60657,"2024-11-02"
"@cosmology/proto-parser","telescope",238092,17184,60611,"2024-11-02"
"@osmonauts/telescope","telescope",289209,1986,12087,"2024-11-02"
"@osmonauts/lcd","telescope",906185,7769,44715,"2024-11-02"
"@osmonauts/ast","telescope",284275,2549,13148,"2024-11-02"
"@osmonauts/utils","telescope",270188,1695,11250,"2024-11-02"
"@osmonauts/types","telescope",295364,1869,11613,"2024-11-02"
"@osmonauts/proto-parser","telescope",297192,1826,11620,"2024-11-02"
"@dydxprotocol/v4-client-js","dydx",61166,1471,7514,"2024-11-02"
"stargazejs","stargaze",14528,78,314,"2024-11-02"
"@stargaze-zone/chain","stargaze",1020,0,9,"2024-11-02"
"@stargaze-zone/contracts","stargaze",1460,1,10,"2024-11-02"
"stargaze-query","stargaze",1623,12,73,"2024-11-02"
"stridejs","stride",23696,179,745,"2024-11-02"
"quicksilverjs","quicksilver",4394,19,33,"2024-11-02"
"juno-network","juno",18307,218,875,"2024-11-02"
"@juno-network/assets","juno",2636,2,38,"2024-11-02"
"@osmonauts/math","osmosis",26042,336,2053,"2024-11-02"
"osmojs","osmosis",306684,3538,19465,"2024-11-02"
"osmo-query","osmosis",15474,547,2662,"2024-11-02"
"@chain-registry/client","chain-registry",259625,13381,54104,"2024-11-02"
"@chain-registry/types","chain-registry",1385854,44632,177805,"2024-11-02"
"@chain-registry/keplr","chain-registry",535901,23097,94697,"2024-11-02"
"@chain-registry/cosmostation","chain-registry",418933,19841,75670,"2024-11-02"
"@chain-registry/osmosis","chain-registry",75780,1066,6099,"2024-11-02"
"@chain-registry/juno","chain-registry",28228,957,3683,"2024-11-02"
"@chain-registry/assets","chain-registry",42587,1314,5859,"2024-11-02"
"@chain-registry/utils","chain-registry",385221,13976,56723,"2024-11-02"
"chain-registry","chain-registry",662607,21096,84654,"2024-11-02"
"cosmjs-utils","cosmology",21828,339,1182,"2024-11-02"
"@cosmology/cli","cosmology",9585,137,308,"2024-11-02"
"@cosmology/core","cosmology",20887,242,944,"2024-11-02"
"cosmology","cosmology",9391,10,45,"2024-11-02"
"interchain","cosmology",15503,348,1401,"2024-11-02"
"interchain-query","cosmology",13621,83,523,"2024-11-02"
"create-cosmos-app","cosmology",7440,24,219,"2024-11-02"
"create-cosmwasm-app","cosmology",2384,1,22,"2024-11-02"
"@cosmology-ui/react","cosmology",22234,135,334,"2024-11-02"
"starshipjs","starship",4795,239,797,"2024-11-02"
"@starship-ci/cli","starship",4479,187,625,"2024-11-02"
"@starship-ci/client","starship",4901,182,701,"2024-11-02"
"@launchql/db-templates","launchql",3373,14,124,"2024-11-02"
"@launchql/db-transform","launchql",1523,5,52,"2024-11-02"
"@launchql/ext-achievements","launchql",1821,2,58,"2024-11-02"
"@launchql/ext-jobs-queue","launchql",2182,105,290,"2024-11-02"
"@launchql/ext-jwt-claims","launchql",1956,2,57,"2024-11-02"
"@launchql/ext-types","launchql",2395,6,87,"2024-11-02"
"@launchql/faker","launchql",1945,4,74,"2024-11-02"
"@launchql/inflection","launchql",2145,3,67,"2024-11-02"
"@launchql/totp","launchql",1951,5,61,"2024-11-02"
"@pgql/parse","launchql",56647,4,58,"2024-11-02"
"@pgsql/deparser","launchql",,,,"2024-11-02"
"@pgsql/enums","launchql",837,2,23,"2024-11-02"
"@pgsql/parser","launchql",210,0,9,"2024-11-02"
"@pgsql/types","launchql",340233,19684,66699,"2024-11-02"
"@pgsql/utils","launchql",17534,5156,15178,"2024-11-02"
"@pyramation/postgraphile-plugin-fulltext-filter","launchql",32340,368,1861,"2024-11-02"
"graphile-column-privileges-mutations","launchql",2754,21,113,"2024-11-02"
"libpg-query","launchql",3189904,39773,144723,"2024-11-02"
"pg-proto-parser","launchql",4441,45,86,"2024-11-02"
"pg-query-native-latest","launchql",398,1,17,"2024-11-02"
"pg-utils","launchql",611,1,11,"2024-11-02"
"pgsql-deparser","launchql",2684768,26314,90324,"2024-11-02"
"pgsql-enums","launchql",2761865,26311,90324,"2024-11-02"
"pgsql-parser","launchql",2676318,21223,75352,"2024-11-02"
"@protobufs/cosmos","protobufs",367633,3342,20874,"2024-11-02"
"@protobufs/google","protobufs",377149,3790,22258,"2024-11-02"
"@protobufs/gogoproto","protobufs",377066,3794,22255,"2024-11-02"
"@protobufs/cosmwasm","protobufs",139316,1595,9706,"2024-11-02"
"@protobufs/tendermint","protobufs",364822,3297,20604,"2024-11-02"
"@protobufs/ibc","protobufs",141151,1829,10138,"2024-11-02"
"@protobufs/cosmos_proto","protobufs",369433,3296,20599,"2024-11-02"
