"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",35869,610,2947,"2024-11-04"
"@cosmos-kit/core","cosmos-kit",493417,11699,47624,"2024-11-04"
"@cosmos-kit/react","cosmos-kit",143611,2549,10288,"2024-11-04"
"@cosmos-kit/react-lite","cosmos-kit",170152,2838,12273,"2024-11-04"
"@cosmos-kit/walletconnect","cosmos-kit",345744,10122,41561,"2024-11-04"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",52618,812,3711,"2024-11-04"
"@cosmos-kit/ledger","cosmos-kit-wallets",48735,1121,4965,"2024-11-04"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",26732,335,1413,"2024-11-04"
"@cosmos-kit/fin","cosmos-kit-wallets",43186,767,3652,"2024-11-04"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",50376,779,3718,"2024-11-04"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",181990,9082,35191,"2024-11-04"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",147991,8622,33680,"2024-11-04"
"@cosmos-kit/shell","cosmos-kit-wallets",45186,755,3618,"2024-11-04"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",3201,332,1320,"2024-11-04"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",266147,9941,38772,"2024-11-04"
"@cosmos-kit/vectis","cosmos-kit-wallets",67667,1365,5401,"2024-11-04"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",48429,816,3877,"2024-11-04"
"@cosmos-kit/ninji","cosmos-kit-wallets",8976,135,792,"2024-11-04"
"@cosmos-kit/station-extension","cosmos-kit-wallets",182238,9227,35853,"2024-11-04"
"@cosmos-kit/coin98","cosmos-kit-wallets",50577,785,3698,"2024-11-04"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",314087,10357,41479,"2024-11-04"
"@cosmos-kit/exodus","cosmos-kit-wallets",43397,754,3545,"2024-11-04"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",138132,8594,33573,"2024-11-04"
"@cosmos-kit/leap","cosmos-kit-wallets",295480,9757,39106,"2024-11-04"
"@cosmos-kit/xdefi","cosmos-kit-wallets",182022,8673,33977,"2024-11-04"
"@cosmos-kit/web3auth","cosmos-kit-wallets",23542,181,877,"2024-11-04"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",4656,81,477,"2024-11-04"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",250833,9268,36191,"2024-11-04"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",45651,756,3654,"2024-11-04"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",244795,9250,36136,"2024-11-04"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",66576,1350,5413,"2024-11-04"
"@cosmos-kit/station","cosmos-kit-wallets",182128,9192,35837,"2024-11-04"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",44183,858,3728,"2024-11-04"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",276412,9676,39525,"2024-11-04"
"@cosmos-kit/initia","cosmos-kit-wallets",4453,79,453,"2024-11-04"
"@cosmos-kit/frontier","cosmos-kit-wallets",51343,811,3669,"2024-11-04"
"@cosmos-kit/trust","cosmos-kit-wallets",148005,8613,33632,"2024-11-04"
"@cosmos-kit/compass","cosmos-kit-wallets",54784,788,3733,"2024-11-04"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",310414,9917,39826,"2024-11-04"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",329067,10674,42320,"2024-11-04"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",9619,200,1049,"2024-11-04"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",60983,837,3947,"2024-11-04"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",201702,8790,34606,"2024-11-04"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",154860,8458,32241,"2024-11-04"
"@cosmos-kit/omni","cosmos-kit-wallets",56401,820,3689,"2024-11-04"
"@cosmos-kit/keplr","cosmos-kit-wallets",315492,9861,39377,"2024-11-04"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",58638,833,3869,"2024-11-04"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",233428,9634,39067,"2024-11-04"
"@cosmwasm/ts-codegen","cosmwasm",771753,14981,68791,"2024-11-04"
"@cosmwasm/ts-codegen-types","cosmwasm",37843,990,9086,"2024-11-04"
"@cosmwasm/ts-codegen-ast","cosmwasm",38056,1012,9276,"2024-11-04"
"wasm-ast-types","cosmwasm",730302,13904,59597,"2024-11-04"
"cosmwasm-typescript-gen","cosmwasm",4542,71,222,"2024-11-04"
"@interchain-ui/react","interchain-ui",121274,2246,11352,"2024-11-04"
"@interchain-ui/vue","interchain-ui",7383,236,629,"2024-11-04"
"@cosmology/telescope","telescope",223539,10097,39066,"2024-11-04"
"@cosmology/lcd","telescope",217887,12744,36839,"2024-11-04"
"@cosmology/ast","telescope",226158,12036,43063,"2024-11-04"
"@cosmology/types","telescope",243291,17692,62783,"2024-11-04"
"@cosmology/utils","telescope",243458,17761,62923,"2024-11-04"
"@cosmology/proto-parser","telescope",242730,17728,62876,"2024-11-04"
"@osmonauts/telescope","telescope",288688,1824,9659,"2024-11-04"
"@osmonauts/lcd","telescope",904864,7577,38979,"2024-11-04"
"@osmonauts/ast","telescope",283823,2273,10826,"2024-11-04"
"@osmonauts/utils","telescope",269628,1547,8841,"2024-11-04"
"@osmonauts/types","telescope",294825,1733,9215,"2024-11-04"
"@osmonauts/proto-parser","telescope",296655,1693,9215,"2024-11-04"
"@dydxprotocol/v4-client-js","dydx",61457,1378,7430,"2024-11-04"
"stargazejs","stargaze",14502,56,239,"2024-11-04"
"@stargaze-zone/chain","stargaze",1004,1,10,"2024-11-04"
"@stargaze-zone/contracts","stargaze",1444,2,11,"2024-11-04"
"stargaze-query","stargaze",1623,12,70,"2024-11-04"
"stridejs","stride",23647,173,710,"2024-11-04"
"quicksilverjs","quicksilver",4392,17,33,"2024-11-04"
"juno-network","juno",18273,206,844,"2024-11-04"
"@juno-network/assets","juno",2664,31,67,"2024-11-04"
"@osmonauts/math","osmosis",26049,311,1908,"2024-11-04"
"osmojs","osmosis",306367,3460,17996,"2024-11-04"
"osmo-query","osmosis",15549,505,2429,"2024-11-04"
"@chain-registry/client","chain-registry",262413,13569,53662,"2024-11-04"
"@chain-registry/types","chain-registry",1392440,43987,175416,"2024-11-04"
"@chain-registry/keplr","chain-registry",540822,23404,94286,"2024-11-04"
"@chain-registry/cosmostation","chain-registry",423707,20065,77234,"2024-11-04"
"@chain-registry/osmosis","chain-registry",75852,1127,5682,"2024-11-04"
"@chain-registry/juno","chain-registry",28746,1353,4059,"2024-11-04"
"@chain-registry/assets","chain-registry",43152,1680,6185,"2024-11-04"
"@chain-registry/utils","chain-registry",387878,14202,56282,"2024-11-04"
"chain-registry","chain-registry",665485,21032,83150,"2024-11-04"
"cosmjs-utils","cosmology",21771,336,1150,"2024-11-04"
"@cosmology/cli","cosmology",9589,141,311,"2024-11-04"
"@cosmology/core","cosmology",20818,275,961,"2024-11-04"
"cosmology","cosmology",9392,7,44,"2024-11-04"
"interchain","cosmology",15420,349,1365,"2024-11-04"
"interchain-query","cosmology",13633,93,510,"2024-11-04"
"create-cosmos-app","cosmology",7435,17,212,"2024-11-04"
"create-cosmwasm-app","cosmology",2385,1,23,"2024-11-04"
"@cosmology-ui/react","cosmology",22147,75,327,"2024-11-04"
"starshipjs","starship",4816,229,713,"2024-11-04"
"@starship-ci/cli","starship",4556,198,579,"2024-11-04"
"@starship-ci/client","starship",4979,210,646,"2024-11-04"
"@launchql/db-templates","launchql",3446,84,199,"2024-11-04"
"@launchql/db-transform","launchql",1553,35,81,"2024-11-04"
"@launchql/ext-achievements","launchql",1863,43,96,"2024-11-04"
"@launchql/ext-jobs-queue","launchql",2245,140,340,"2024-11-04"
"@launchql/ext-jwt-claims","launchql",1998,44,98,"2024-11-04"
"@launchql/ext-types","launchql",2442,54,134,"2024-11-04"
"@launchql/faker","launchql",1987,44,114,"2024-11-04"
"@launchql/inflection","launchql",2190,49,114,"2024-11-04"
"@launchql/totp","launchql",1994,47,104,"2024-11-04"
"@pgql/parse","launchql",56629,2,57,"2024-11-04"
"@pgsql/deparser","launchql",,,,"2024-11-04"
"@pgsql/enums","launchql",837,0,23,"2024-11-04"
"@pgsql/parser","launchql",210,0,9,"2024-11-04"
"@pgsql/types","launchql",342659,20357,63654,"2024-11-04"
"@pgsql/utils","launchql",19106,5909,16691,"2024-11-04"
"@pyramation/postgraphile-plugin-fulltext-filter","launchql",32249,365,1712,"2024-11-04"
"graphile-column-privileges-mutations","launchql",2742,20,105,"2024-11-04"
"libpg-query","launchql",3177226,39092,135071,"2024-11-04"
"pg-proto-parser","launchql",4442,32,65,"2024-11-04"
"pg-query-native-latest","launchql",398,1,16,"2024-11-04"
"pg-utils","launchql",610,1,10,"2024-11-04"
"pgsql-deparser","launchql",2674415,26538,84918,"2024-11-04"
"pgsql-enums","launchql",2748660,26535,84909,"2024-11-04"
"pgsql-parser","launchql",2664379,20686,68409,"2024-11-04"
"@protobufs/cosmos","protobufs",367226,2651,17867,"2024-11-04"
"@protobufs/google","protobufs",376784,3138,19096,"2024-11-04"
"@protobufs/gogoproto","protobufs",376702,3143,19096,"2024-11-04"
"@protobufs/cosmwasm","protobufs",139307,1021,9082,"2024-11-04"
"@protobufs/tendermint","protobufs",364423,2611,17624,"2024-11-04"
"@protobufs/ibc","protobufs",141138,1247,9506,"2024-11-04"
"@protobufs/cosmos_proto","protobufs",369033,2610,17619,"2024-11-04"
"@protobufs/osmosis","protobufs",10523,125,744,"2024-11-04"
"@protobufs/secret","protobufs",473,0,20,"2024-11-04"
"@protobufs/juno","protobufs",1565,1,26,"2024-11-04"
"@protobufs/akash","protobufs",647,1,19,"2024-11-04"
"@protobufs/regen","protobufs",602,1,24,"2024-11-04"
"@protobufs/pylons","protobufs",407,0,14,"2024-11-04"
"@protobufs/stargaze","protobufs",639,3,21,"2024-11-04"
"@protobufs/bcna","protobufs",521,0,16,"2024-11-04"
"@protobufs/comdex","protobufs",436,0,16,"2024-11-04"
"@protobufs/evmos","protobufs",304,0,9,"2024-11-04"
"@protobufs/axelar","protobufs",274,2,14,"2024-11-04"
"@protobufs/amino","protobufs",143594,1263,9422,"2024-11-04"
"@cosmology/protobufjs","protobufs",377501,18535,71161,"2024-11-04"
"@pyramation/protobufjs","protobufs",269547,1603,9026,"2024-11-04"
"ast-stringify","utils",625598,13530,58575,"2024-11-04"
"nested-obj","utils",56573,6897,25801,"2024-11-04"
"strfy-json","utils",,,,"2024-11-04"
"schema-typescript","utils",8273,229,1108,"2024-11-04"
"etag-hash","utils",46016,405,1686,"2024-11-04"
"uuid-hash","utils",13829,203,595,"2024-11-04"
"inquirerer","utils",639179,13815,59911,"2024-11-04"
"publish-scripts","utils",14715,277,624,"2024-11-04"
"skitch-template","utils",1415,10,48,"2024-11-04"
