"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",19928,598,2516,"2024-06-13"
"@cosmos-kit/core","cosmos-kit",322675,5124,29058,"2024-06-13"
"@cosmos-kit/react","cosmos-kit",111274,1794,6959,"2024-06-13"
"@cosmos-kit/react-lite","cosmos-kit",113651,2711,10081,"2024-06-13"
"@cosmos-kit/walletconnect","cosmos-kit",199061,3366,18807,"2024-06-13"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",35418,948,3380,"2024-06-13"
"@cosmos-kit/ledger","cosmos-kit-wallets",27300,852,3556,"2024-06-13"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",18584,503,2884,"2024-06-13"
"@cosmos-kit/fin","cosmos-kit-wallets",24062,803,3298,"2024-06-13"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",31201,834,3513,"2024-06-13"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",64517,1572,9694,"2024-06-13"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",41941,891,3733,"2024-06-13"
"@cosmos-kit/shell","cosmos-kit-wallets",26426,802,3274,"2024-06-13"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",935,28,214,"2024-06-13"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",138923,2369,12871,"2024-06-13"
"@cosmos-kit/vectis","cosmos-kit-wallets",45232,822,3526,"2024-06-13"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",28414,823,3418,"2024-06-13"
"@cosmos-kit/ninji","cosmos-kit-wallets",5297,313,1114,"2024-06-13"
"@cosmos-kit/station-extension","cosmos-kit-wallets",61735,1748,10450,"2024-06-13"
"@cosmos-kit/coin98","cosmos-kit-wallets",31373,839,3353,"2024-06-13"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",176165,2903,16284,"2024-06-13"
"@cosmos-kit/exodus","cosmos-kit-wallets",24734,808,3220,"2024-06-13"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",31980,894,3706,"2024-06-13"
"@cosmos-kit/leap","cosmos-kit-wallets",173454,2552,15441,"2024-06-13"
"@cosmos-kit/xdefi","cosmos-kit-wallets",70214,1650,9666,"2024-06-13"
"@cosmos-kit/web3auth","cosmos-kit-wallets",18734,305,1028,"2024-06-13"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",2837,88,370,"2024-06-13"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",141592,2072,11887,"2024-06-13"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",26888,797,3263,"2024-06-13"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",130388,2055,11898,"2024-06-13"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",44347,817,3490,"2024-06-13"
"@cosmos-kit/station","cosmos-kit-wallets",61512,1757,10396,"2024-06-13"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",25138,786,3242,"2024-06-13"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",139842,2689,15434,"2024-06-13"
"@cosmos-kit/initia","cosmos-kit-wallets",2730,87,363,"2024-06-13"
"@cosmos-kit/frontier","cosmos-kit-wallets",33904,816,3265,"2024-06-13"
"@cosmos-kit/trust","cosmos-kit-wallets",42897,818,3311,"2024-06-13"
"@cosmos-kit/compass","cosmos-kit-wallets",34445,890,3533,"2024-06-13"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",178292,3158,17598,"2024-06-13"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",186135,3231,18083,"2024-06-13"
