"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",32557,1098,3956,"2024-10-02"
"@cosmos-kit/core","cosmos-kit",449213,8235,32686,"2024-10-02"
"@cosmos-kit/react","cosmos-kit",136459,3162,12401,"2024-10-02"
"@cosmos-kit/react-lite","cosmos-kit",158609,3737,14190,"2024-10-02"
"@cosmos-kit/walletconnect","cosmos-kit",304624,5985,26324,"2024-10-02"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",49409,1207,4769,"2024-10-02"
"@cosmos-kit/ledger","cosmos-kit-wallets",43257,1269,4963,"2024-10-02"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",25180,223,1332,"2024-10-02"
"@cosmos-kit/fin","cosmos-kit-wallets",39077,1194,4660,"2024-10-02"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",46420,1149,4616,"2024-10-02"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",144421,4476,18353,"2024-10-02"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",113743,3798,16888,"2024-10-02"
"@cosmos-kit/shell","cosmos-kit-wallets",41122,1131,4554,"2024-10-02"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",1841,117,239,"2024-10-02"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",226891,5163,22010,"2024-10-02"
"@cosmos-kit/vectis","cosmos-kit-wallets",62847,1924,7219,"2024-10-02"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",44083,1223,4718,"2024-10-02"
"@cosmos-kit/ninji","cosmos-kit-wallets",8091,127,706,"2024-10-02"
"@cosmos-kit/station-extension","cosmos-kit-wallets",144640,4589,19132,"2024-10-02"
"@cosmos-kit/coin98","cosmos-kit-wallets",46628,1141,4676,"2024-10-02"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",272480,6107,25371,"2024-10-02"
"@cosmos-kit/exodus","cosmos-kit-wallets",39405,1133,4560,"2024-10-02"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",103546,3870,16933,"2024-10-02"
"@cosmos-kit/leap","cosmos-kit-wallets",257024,5195,22880,"2024-10-02"
"@cosmos-kit/xdefi","cosmos-kit-wallets",145974,3830,16704,"2024-10-02"
"@cosmos-kit/web3auth","cosmos-kit-wallets",22951,175,1106,"2024-10-02"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",4160,30,321,"2024-10-02"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",215844,4253,19239,"2024-10-02"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",41548,1141,4495,"2024-10-02"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",208705,4244,19106,"2024-10-02"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",61738,1916,7004,"2024-10-02"
"@cosmos-kit/station","cosmos-kit-wallets",144494,4596,19196,"2024-10-02"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",40007,1147,4567,"2024-10-02"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",234015,5612,23756,"2024-10-02"
"@cosmos-kit/initia","cosmos-kit-wallets",3982,31,296,"2024-10-02"
"@cosmos-kit/frontier","cosmos-kit-wallets",48164,1157,4716,"2024-10-02"
"@cosmos-kit/trust","cosmos-kit-wallets",113806,3771,16790,"2024-10-02"
"@cosmos-kit/compass","cosmos-kit-wallets",50590,1209,4903,"2024-10-02"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",271029,5412,23951,"2024-10-02"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",286600,6216,26200,"2024-10-02"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",8480,135,756,"2024-10-02"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",56574,1231,4948,"2024-10-02"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",166104,4023,17861,"2024-10-02"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",120631,3430,14636,"2024-10-02"
"@cosmos-kit/omni","cosmos-kit-wallets",53537,1180,5080,"2024-10-02"
"@cosmos-kit/keplr","cosmos-kit-wallets",278641,5274,23733,"2024-10-02"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",55644,1298,5269,"2024-10-02"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",191652,5191,22247,"2024-10-02"
"@cosmwasm/ts-codegen","cosmwasm",701993,17684,66578,"2024-10-02"
"@cosmwasm/ts-codegen-types","cosmwasm",27626,2392,10813,"2024-10-02"
"@cosmwasm/ts-codegen-ast","cosmwasm",27648,2394,10811,"2024-10-02"
"wasm-ast-types","cosmwasm",671266,15259,55709,"2024-10-02"
"cosmwasm-typescript-gen","cosmwasm",4838,74,142,"2024-10-02"
"@interchain-ui/react","interchain-ui",108807,4133,14181,"2024-10-02"
"@interchain-ui/vue","interchain-ui",6751,146,498,"2024-10-02"
"@cosmology/telescope","telescope",181930,4539,19839,"2024-10-02"
"@cosmology/lcd","telescope",177701,6059,28191,"2024-10-02"
"@cosmology/ast","telescope",180127,4943,20091,"2024-10-02"
"@cosmology/types","telescope",176832,5426,20579,"2024-10-02"
"@cosmology/utils","telescope",176851,5461,20690,"2024-10-02"
"@cosmology/proto-parser","telescope",176172,5468,20535,"2024-10-02"
"@osmonauts/telescope","telescope",282947,7405,24344,"2024-10-02"
"@osmonauts/lcd","telescope",875922,17223,71140,"2024-10-02"
"@osmonauts/ast","telescope",276827,7372,24072,"2024-10-02"
"@osmonauts/utils","telescope",263690,7365,23635,"2024-10-02"
"@osmonauts/types","telescope",289110,7371,23878,"2024-10-02"
"@osmonauts/proto-parser","telescope",291045,7367,24103,"2024-10-02"
"@dydxprotocol/v4-client-js","dydx",53426,1523,4902,"2024-10-02"
"stargazejs","stargaze",14523,84,644,"2024-10-02"
"@stargaze-zone/chain","stargaze",1087,21,47,"2024-10-02"
"@stargaze-zone/contracts","stargaze",1488,30,49,"2024-10-02"
"stargaze-query","stargaze",1550,5,36,"2024-10-02"
"stridejs","stride",23976,298,1589,"2024-10-02"
"quicksilverjs","quicksilver",4406,19,90,"2024-10-02"
"juno-network","juno",18814,264,1160,"2024-10-02"
"@juno-network/assets","juno",2955,3,14,"2024-10-02"
"@osmonauts/math","osmosis",24079,464,2891,"2024-10-02"
"osmojs","osmosis",295551,5134,26503,"2024-10-02"
"osmo-query","osmosis",12573,1562,2566,"2024-10-02"
"@chain-registry/client","chain-registry",204162,9176,35871,"2024-10-02"
"@chain-registry/types","chain-registry",1220942,30954,125002,"2024-10-02"
"@chain-registry/keplr","chain-registry",442590,17550,66752,"2024-10-02"
"@chain-registry/cosmostation","chain-registry",344181,10042,41667,"2024-10-02"
"@chain-registry/osmosis","chain-registry",70407,1594,7980,"2024-10-02"
"@chain-registry/juno","chain-registry",25518,809,2920,"2024-10-02"
"@chain-registry/assets","chain-registry",37143,1729,4398,"2024-10-02"
"@chain-registry/utils","chain-registry",329479,9642,37225,"2024-10-02"
"chain-registry","chain-registry",582885,15177,56994,"2024-10-02"
"cosmjs-utils","cosmology",21546,183,785,"2024-10-02"
"@cosmology/cli","cosmology",10353,38,542,"2024-10-02"
"@cosmology/core","cosmology",21890,156,1060,"2024-10-02"
"cosmology","cosmology",10441,192,619,"2024-10-02"
"interchain","cosmology",15136,101,812,"2024-10-02"
"interchain-query","cosmology",13077,257,977,"2024-10-02"
"create-cosmos-app","cosmology",7796,103,245,"2024-10-02"
"create-cosmwasm-app","cosmology",2556,38,62,"2024-10-02"
"@cosmology-ui/react","cosmology",23669,37,224,"2024-10-02"
"starshipjs","starship",3932,343,914,"2024-10-02"
"@starship-ci/cli","starship",3821,197,425,"2024-10-02"
"@starship-ci/client","starship",4167,209,473,"2024-10-02"
"@launchql/db-templates","launchql",3339,28,142,"2024-10-02"
"@launchql/db-transform","launchql",1528,11,60,"2024-10-02"
"@launchql/ext-achievements","launchql",1815,20,66,"2024-10-02"
"@launchql/ext-jobs-queue","launchql",1943,36,113,"2024-10-02"
"@launchql/ext-jwt-claims","launchql",1951,15,104,"2024-10-02"
"@launchql/ext-types","launchql",2385,23,141,"2024-10-02"
"@launchql/faker","launchql",1924,21,74,"2024-10-02"
"@launchql/inflection","launchql",2185,18,73,"2024-10-02"
"@launchql/totp","launchql",1946,16,70,"2024-10-02"
"@pgql/parse","launchql",58787,5,54,"2024-10-02"
"@pgsql/deparser","launchql",,,,"2024-10-02"
"@pgsql/enums","launchql",814,11,25,"2024-10-02"
"@pgsql/parser","launchql",201,3,7,"2024-10-02"
"@pgsql/types","launchql",271399,14292,59585,"2024-10-02"
"@pgsql/utils","launchql",2308,1048,1211,"2024-10-02"
"@pyramation/postgraphile-plugin-fulltext-filter","launchql",31908,297,1828,"2024-10-02"
"graphile-column-privileges-mutations","launchql",2788,31,201,"2024-10-02"
"libpg-query","launchql",3170190,35709,155841,"2024-10-02"
"pg-proto-parser","launchql",4349,55,140,"2024-10-02"
"pg-query-native-latest","launchql",416,0,10,"2024-10-02"
"pg-utils","launchql",653,5,30,"2024-10-02"
"pgsql-deparser","launchql",2706762,20837,86836,"2024-10-02"
"pgsql-enums","launchql",2807312,20870,86686,"2024-10-02"
"pgsql-parser","launchql",2713675,19827,86089,"2024-10-02"
"@protobufs/cosmos","protobufs",348993,9894,33649,"2024-10-02"
"@protobufs/google","protobufs",357186,10355,34867,"2024-10-02"
"@protobufs/gogoproto","protobufs",357104,10462,34909,"2024-10-02"
"@protobufs/cosmwasm","protobufs",129658,2685,10544,"2024-10-02"
"@protobufs/tendermint","protobufs",346583,9783,33154,"2024-10-02"
"@protobufs/ibc","protobufs",131058,2649,10611,"2024-10-02"
"@protobufs/cosmos_proto","protobufs",351197,9799,33141,"2024-10-02"
"@protobufs/osmosis","protobufs",10397,145,676,"2024-10-02"
"@protobufs/secret","protobufs",483,1,7,"2024-10-02"
"@protobufs/juno","protobufs",1605,5,115,"2024-10-02"
"@protobufs/akash","protobufs",669,7,11,"2024-10-02"
"@protobufs/regen","protobufs",606,19,30,"2024-10-02"
"@protobufs/pylons","protobufs",432,2,5,"2024-10-02"
"@protobufs/stargaze","protobufs",660,2,10,"2024-10-02"
"@protobufs/bcna","protobufs",540,3,11,"2024-10-02"
"@protobufs/comdex","protobufs",455,3,13,"2024-10-02"
"@protobufs/evmos","protobufs",321,3,8,"2024-10-02"
"@protobufs/axelar","protobufs",285,2,4,"2024-10-02"
"@protobufs/amino","protobufs",133594,2654,10611,"2024-10-02"
"@cosmology/protobufjs","protobufs",301703,7989,30511,"2024-10-02"
"@pyramation/protobufjs","protobufs",263364,7356,23932,"2024-10-02"
"ast-stringify","utils",566999,14803,54777,"2024-10-02"
"nested-obj","utils",29535,3396,11978,"2024-10-02"
"strfy-json","utils",,,,"2024-10-02"
"schema-typescript","utils",7031,351,1239,"2024-10-02"
"etag-hash","utils",44822,352,1357,"2024-10-02"
"uuid-hash","utils",13871,192,1142,"2024-10-02"
"inquirerer","utils",579021,15027,55900,"2024-10-02"
"publish-scripts","utils",14020,47,337,"2024-10-02"
"skitch-template","utils",1471,13,81,"2024-10-02"
