"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",45020,1151,3475,"2025-01-15"
"@cosmos-kit/core","cosmos-kit",678232,17261,75911,"2025-01-15"
"@cosmos-kit/react","cosmos-kit",149883,1893,6779,"2025-01-15"
"@cosmos-kit/react-lite","cosmos-kit",181928,2211,8115,"2025-01-15"
"@cosmos-kit/walletconnect","cosmos-kit",493764,11670,52486,"2025-01-15"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58709,539,3158,"2025-01-15"
"@cosmos-kit/ledger","cosmos-kit-wallets",60261,1192,4093,"2025-01-15"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",32125,868,2825,"2025-01-15"
"@cosmos-kit/fin","cosmos-kit-wallets",52891,1105,3725,"2025-01-15"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",57996,1099,3805,"2025-01-15"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",333761,10020,46852,"2025-01-15"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",296247,10021,47289,"2025-01-15"
"@cosmos-kit/shell","cosmos-kit-wallets",54421,1090,3538,"2025-01-15"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",5100,56,273,"2025-01-15"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",412563,10638,49270,"2025-01-15"
"@cosmos-kit/vectis","cosmos-kit-wallets",73271,521,3164,"2025-01-15"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",58157,1108,3678,"2025-01-15"
"@cosmos-kit/ninji","cosmos-kit-wallets",10045,74,580,"2025-01-15"
"@cosmos-kit/station-extension","cosmos-kit-wallets",332234,9607,46849,"2025-01-15"
"@cosmos-kit/coin98","cosmos-kit-wallets",58268,1107,3756,"2025-01-15"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",461022,11409,51808,"2025-01-15"
"@cosmos-kit/exodus","cosmos-kit-wallets",52317,1106,3719,"2025-01-15"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",286418,10007,47024,"2025-01-15"
"@cosmos-kit/leap","cosmos-kit-wallets",440902,11407,51761,"2025-01-15"
"@cosmos-kit/xdefi","cosmos-kit-wallets",331459,9533,46045,"2025-01-15"
"@cosmos-kit/web3auth","cosmos-kit-wallets",24682,518,1726,"2025-01-15"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",5156,44,288,"2025-01-15"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",393280,10463,48653,"2025-01-15"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",54926,1077,3611,"2025-01-15"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",388747,10435,48538,"2025-01-15"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",72133,521,3107,"2025-01-15"
"@cosmos-kit/station","cosmos-kit-wallets",331892,9582,46564,"2025-01-15"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",53091,1091,3670,"2025-01-15"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",429586,11271,51185,"2025-01-15"
"@cosmos-kit/initia","cosmos-kit-wallets",4931,35,270,"2025-01-15"
"@cosmos-kit/frontier","cosmos-kit-wallets",57577,530,3134,"2025-01-15"
"@cosmos-kit/trust","cosmos-kit-wallets",295939,9999,47028,"2025-01-15"
"@cosmos-kit/compass","cosmos-kit-wallets",61718,1161,3777,"2025-01-15"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",456162,11410,51354,"2025-01-15"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",477549,11505,52060,"2025-01-15"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",10855,75,663,"2025-01-15"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",67724,1149,3819,"2025-01-15"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",349894,9547,46364,"2025-01-15"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",298188,9025,44032,"2025-01-15"
"@cosmos-kit/omni","cosmos-kit-wallets",62753,1086,3746,"2025-01-15"
"@cosmos-kit/keplr","cosmos-kit-wallets",457459,11355,51387,"2025-01-15"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",64782,1119,3843,"2025-01-15"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",396824,11321,50914,"2025-01-15"
"@cosmwasm/ts-codegen","cosmwasm",952919,14571,62957,"2025-01-15"
"@cosmwasm/ts-codegen-types","cosmwasm",41526,314,1243,"2025-01-15"
"@cosmwasm/ts-codegen-ast","cosmwasm",42044,467,1525,"2025-01-15"
"wasm-ast-types","cosmwasm",908584,14195,61486,"2025-01-15"
"cosmwasm-typescript-gen","cosmwasm",5346,12,158,"2025-01-15"
"@interchain-ui/react","interchain-ui",140971,2137,6524,"2025-01-15"
"@interchain-ui/vue","interchain-ui",7659,150,311,"2025-01-15"
"@cosmology/telescope","telescope",383885,10438,49745,"2025-01-15"
"@cosmology/lcd","telescope",367216,20870,63762,"2025-01-15"
"@cosmology/ast","telescope",417153,12690,57578,"2025-01-15"
"@cosmology/types","telescope",571542,21503,100662,"2025-01-15"
"@cosmology/utils","telescope",571853,21608,100733,"2025-01-15"
"@cosmology/proto-parser","telescope",570898,21506,100565,"2025-01-15"
"@osmonauts/telescope","telescope",273260,1424,3695,"2025-01-15"
"@osmonauts/lcd","telescope",901984,11741,28500,"2025-01-15"
"@osmonauts/ast","telescope",271367,1396,3369,"2025-01-15"
"@osmonauts/utils","telescope",258560,1365,3078,"2025-01-15"
"@osmonauts/types","telescope",282165,1354,3245,"2025-01-15"
"@osmonauts/proto-parser","telescope",283560,1354,3213,"2025-01-15"
"@dydxprotocol/v4-client-js","dydx",73703,5287,7379,"2025-01-15"
"stargazejs","stargaze",10202,12,157,"2025-01-15"
"@stargaze-zone/chain","stargaze",948,0,40,"2025-01-15"
"@stargaze-zone/contracts","stargaze",1124,25,65,"2025-01-15"
"stargaze-query","stargaze",1767,4,62,"2025-01-15"
"stridejs","stride",22370,81,450,"2025-01-15"
"quicksilverjs","quicksilver",4425,6,63,"2025-01-15"
"juno-network","juno",18467,170,770,"2025-01-15"
"@juno-network/assets","juno",2176,4,43,"2025-01-15"
"@osmonauts/math","osmosis",29092,287,1378,"2025-01-15"
"osmojs","osmosis",317209,3395,13624,"2025-01-15"
"osmo-query","osmosis",18748,266,1167,"2025-01-15"
"@chain-registry/client","chain-registry",513783,19542,86203,"2025-01-15"
