"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",26034,945,3420,"2024-08-13"
"@cosmos-kit/core","cosmos-kit",405420,9680,43944,"2024-08-13"
"@cosmos-kit/react","cosmos-kit",124018,2186,8829,"2024-08-13"
"@cosmos-kit/react-lite","cosmos-kit",137502,3166,11982,"2024-08-13"
"@cosmos-kit/walletconnect","cosmos-kit",264247,8190,36559,"2024-08-13"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",43201,1059,4028,"2024-08-13"
"@cosmos-kit/ledger","cosmos-kit-wallets",35365,1157,4252,"2024-08-13"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",23215,352,1999,"2024-08-13"
"@cosmos-kit/fin","cosmos-kit-wallets",31613,1087,4017,"2024-08-13"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",38912,1069,4006,"2024-08-13"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",111049,6883,30353,"2024-08-13"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",85325,6260,28647,"2024-08-13"
"@cosmos-kit/shell","cosmos-kit-wallets",33821,1057,3925,"2024-08-13"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",1522,31,212,"2024-08-13"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",191904,7850,34097,"2024-08-13"
"@cosmos-kit/vectis","cosmos-kit-wallets",54832,1434,5699,"2024-08-13"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",36499,1153,4240,"2024-08-13"
"@cosmos-kit/ninji","cosmos-kit-wallets",7083,138,589,"2024-08-13"
"@cosmos-kit/station-extension","cosmos-kit-wallets",109965,7091,31191,"2024-08-13"
"@cosmos-kit/coin98","cosmos-kit-wallets",39137,1067,4014,"2024-08-13"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",233225,8339,36120,"2024-08-13"
"@cosmos-kit/exodus","cosmos-kit-wallets",32079,1049,3907,"2024-08-13"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",74855,6206,28401,"2024-08-13"
"@cosmos-kit/leap","cosmos-kit-wallets",222427,7474,33310,"2024-08-13"
"@cosmos-kit/xdefi","cosmos-kit-wallets",114746,6523,29208,"2024-08-13"
"@cosmos-kit/web3auth","cosmos-kit-wallets",21168,162,753,"2024-08-13"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",3663,73,305,"2024-08-13"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",186408,7025,31210,"2024-08-13"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",34297,1055,3925,"2024-08-13"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",178147,7034,31211,"2024-08-13"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",53974,1427,5539,"2024-08-13"
"@cosmos-kit/station","cosmos-kit-wallets",109749,7074,31208,"2024-08-13"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",32658,1052,3903,"2024-08-13"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",192951,7579,33460,"2024-08-13"
"@cosmos-kit/initia","cosmos-kit-wallets",3512,71,303,"2024-08-13"
"@cosmos-kit/frontier","cosmos-kit-wallets",41601,1062,4035,"2024-08-13"
"@cosmos-kit/trust","cosmos-kit-wallets",85569,6227,28536,"2024-08-13"
"@cosmos-kit/compass","cosmos-kit-wallets",42642,1153,4354,"2024-08-13"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",233703,7995,34854,"2024-08-13"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",245618,8603,37001,"2024-08-13"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",7347,142,595,"2024-08-13"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",48473,1222,4583,"2024-08-13"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",136013,6757,30012,"2024-08-13"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",93358,5901,26945,"2024-08-13"
"@cosmos-kit/omni","cosmos-kit-wallets",47973,1085,4348,"2024-08-13"
"@cosmos-kit/keplr","cosmos-kit-wallets",244251,7828,34293,"2024-08-13"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",49932,1121,4445,"2024-08-13"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",153002,7450,32921,"2024-08-13"
"@cosmwasm/ts-codegen","cosmwasm",597170,16213,65223,"2024-08-13"
"@cosmwasm/ts-codegen-types","cosmwasm",8871,2804,6456,"2024-08-13"
"@cosmwasm/ts-codegen-ast","cosmwasm",8896,2804,6465,"2024-08-13"
"wasm-ast-types","cosmwasm",585692,13438,58636,"2024-08-13"
"cosmwasm-typescript-gen","cosmwasm",4551,43,382,"2024-08-13"
"@interchain-ui/react","interchain-ui",87218,2345,9494,"2024-08-13"
"@interchain-ui/vue","interchain-ui",6064,23,233,"2024-08-13"
"@cosmology/telescope","telescope",145495,7582,31647,"2024-08-13"
"@cosmology/lcd","telescope",136872,5096,18392,"2024-08-13"
"@cosmology/ast","telescope",143791,7507,31315,"2024-08-13"
"@cosmology/types","telescope",140074,7486,31229,"2024-08-13"
"@cosmology/utils","telescope",139894,7501,31272,"2024-08-13"
"@cosmology/proto-parser","telescope",139463,7496,31243,"2024-08-13"
"@osmonauts/telescope","telescope",252887,3138,13742,"2024-08-13"
"@osmonauts/lcd","telescope",776645,16676,67349,"2024-08-13"
"@osmonauts/ast","telescope",246770,3157,13477,"2024-08-13"
"@osmonauts/utils","telescope",232766,3109,12926,"2024-08-13"
"@osmonauts/types","telescope",258379,3144,13465,"2024-08-13"
"@osmonauts/proto-parser","telescope",260214,3148,13421,"2024-08-13"
"@dydxprotocol/v4-client-js","dydx",41858,2527,6919,"2024-08-13"
"stargazejs","stargaze",14112,152,443,"2024-08-13"
"@stargaze-zone/chain","stargaze",1121,6,26,"2024-08-13"
"@stargaze-zone/contracts","stargaze",1518,3,29,"2024-08-13"
"stargaze-query","stargaze",1473,29,67,"2024-08-13"
"stridejs","stride",22964,371,1831,"2024-08-13"
"quicksilverjs","quicksilver",4288,6,49,"2024-08-13"
"juno-network","juno",18291,197,978,"2024-08-13"
"@juno-network/assets","juno",3457,3,93,"2024-08-13"
"@osmonauts/math","osmosis",19989,555,1877,"2024-08-13"
"osmojs","osmosis",268423,5070,20624,"2024-08-13"
"osmo-query","osmosis",9025,423,1481,"2024-08-13"
