"name","category","total","weekly","monthly","timestamp"
"cosmos-kit","cosmos-kit",35702,654,3156,"2024-11-01"
"@cosmos-kit/core","cosmos-kit",489776,11937,47212,"2024-11-01"
"@cosmos-kit/react","cosmos-kit",143360,2767,10878,"2024-11-01"
"@cosmos-kit/react-lite","cosmos-kit",169696,3011,13123,"2024-11-01"
"@cosmos-kit/walletconnect","cosmos-kit",342147,10418,40822,"2024-11-01"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",52447,833,3976,"2024-11-01"
"@cosmos-kit/ledger","cosmos-kit-wallets",48491,1184,5234,"2024-11-01"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",26672,354,1492,"2024-11-01"
"@cosmos-kit/fin","cosmos-kit-wallets",42985,796,3908,"2024-11-01"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",50187,816,3981,"2024-11-01"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",178414,9238,33993,"2024-11-01"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",144535,8767,32284,"2024-11-01"
"@cosmos-kit/shell","cosmos-kit-wallets",44991,778,3869,"2024-11-01"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",3175,392,1334,"2024-11-01"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",262568,10155,37741,"2024-11-01"
"@cosmos-kit/vectis","cosmos-kit-wallets",67381,1409,5853,"2024-11-01"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",48220,856,4137,"2024-11-01"
"@cosmos-kit/ninji","cosmos-kit-wallets",8935,103,844,"2024-11-01"
"@cosmos-kit/station-extension","cosmos-kit-wallets",178755,9420,34704,"2024-11-01"
"@cosmos-kit/coin98","cosmos-kit-wallets",50387,814,3952,"2024-11-01"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",310491,10609,40880,"2024-11-01"
"@cosmos-kit/exodus","cosmos-kit-wallets",43203,776,3798,"2024-11-01"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",134671,8732,32149,"2024-11-01"
"@cosmos-kit/leap","cosmos-kit-wallets",292067,10007,38141,"2024-11-01"
"@cosmos-kit/xdefi","cosmos-kit-wallets",178544,8834,32570,"2024-11-01"
"@cosmos-kit/web3auth","cosmos-kit-wallets",23517,167,937,"2024-11-01"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",4651,93,491,"2024-11-01"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",247545,9457,34920,"2024-11-01"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",45457,780,3909,"2024-11-01"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",241341,9432,34834,"2024-11-01"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",66299,1393,5868,"2024-11-01"
"@cosmos-kit/station","cosmos-kit-wallets",178646,9377,34704,"2024-11-01"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",43955,870,3948,"2024-11-01"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",272721,9911,38706,"2024-11-01"
"@cosmos-kit/initia","cosmos-kit-wallets",4448,94,466,"2024-11-01"
"@cosmos-kit/frontier","cosmos-kit-wallets",51177,832,3925,"2024-11-01"
"@cosmos-kit/trust","cosmos-kit-wallets",144560,8763,32229,"2024-11-01"
"@cosmos-kit/compass","cosmos-kit-wallets",54580,825,3990,"2024-11-01"
