"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",582,7,46,"2025-02-20"
"@hyperweb/cli","hyperwebjs",111,1,12,"2025-02-20"
"hyperwebjs","hyperwebjs",884,173,317,"2025-02-20"
"hyperweb-kit","hyperwebjs",111,1,11,"2025-02-20"
"@hyperweb/build","hyperwebjs",454,154,257,"2025-02-20"
"@hyperweb/ts-json-schema","hyperwebjs",238,70,143,"2025-02-20"
"interchainjs","interchain-js",13024,783,3296,"2025-02-20"
"injectivejs","interchain-js",6920,476,1480,"2025-02-20"
"@interchainjs/utils","interchain-js",14072,1463,4680,"2025-02-20"
"@interchainjs/types","interchain-js",14403,1484,4785,"2025-02-20"
"@interchainjs/auth","interchain-js",12549,975,3920,"2025-02-20"
"@interchainjs/cosmos","interchain-js",13585,995,3949,"2025-02-20"
"@interchainjs/cosmos-msgs","interchain-js",379,1,20,"2025-02-20"
"@interchainjs/cosmos-query","interchain-js",374,1,20,"2025-02-20"
"@interchainjs/ethereum","interchain-js",6227,421,1524,"2025-02-20"
"@interchainjs/injective","interchain-js",7013,482,1657,"2025-02-20"
"@interchainjs/cosmos-types","interchain-js",15661,1234,4602,"2025-02-20"
"@interchainjs/ethermint","interchain-js",755,2,27,"2025-02-20"
"injective-query","interchain-js",91,1,13,"2025-02-20"
"injective-react","interchain-js",2031,423,1289,"2025-02-20"
"injective-vue","interchain-js",1764,398,1200,"2025-02-20"
"interchain-react","interchain-js",948,10,63,"2025-02-20"
"interchain-kit","cosmos-kit",5491,308,1142,"2025-02-20"
"@interchain-kit/core","cosmos-kit",11369,520,2335,"2025-02-20"
"@interchain-kit/react","cosmos-kit",5288,212,1077,"2025-02-20"
"@interchain-kit/vue","cosmos-kit",1668,96,402,"2025-02-20"
"cosmos-kit","cosmos-kit",49125,1371,4703,"2025-02-20"
"@cosmos-kit/core","cosmos-kit",695666,8089,31706,"2025-02-20"
"@cosmos-kit/react","cosmos-kit",150605,2750,9984,"2025-02-20"
"@cosmos-kit/react-lite","cosmos-kit",184162,2700,10923,"2025-02-20"
"@cosmos-kit/walletconnect","cosmos-kit",513474,7476,28222,"2025-02-20"
"create-cosmos-app","create-cosmos-app",5835,23,158,"2025-02-20"
"create-interchain-app","create-cosmos-app",1154,12,263,"2025-02-20"
"@interchain-kit/okx-extension","interchain-kit-wallets",4994,143,793,"2025-02-20"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4355,223,902,"2025-02-20"
"@interchain-kit/leap-extension","interchain-kit-wallets",5160,275,1055,"2025-02-20"
"@interchain-kit/ledger","interchain-kit-wallets",4887,159,856,"2025-02-20"
"@interchain-kit/coin98-extension","interchain-kit-wallets",4917,154,818,"2025-02-20"
"@interchain-kit/leap-mobile","interchain-kit-wallets",4906,157,832,"2025-02-20"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",4858,181,897,"2025-02-20"
